invoiceno,stockcode,description,quantity,invoicedate,unitprice,customerid,country,invoiceyear,invoicemonth,totalcost
580256,21742,LARGE ROUND WICKER PLATTER ,1,2011-12-02 12:24:00,5.95,14688.0,United Kingdom,2011,12,5.95
549833,22690,DOORMAT HOME SWEET HOME BLUE ,6,2011-04-12 13:19:00,7.95,13458.0,United Kingdom,2011,4,47.7
575854,22728,ALARM CLOCK BAKELIKE PINK,4,2011-11-11 12:20:00,3.75,14125.0,United Kingdom,2011,11,15.0
540551,85227,SET OF 6 3D KIT CARDS FOR KIDS,1,2011-01-10 09:43:00,1.66,Unknown,United Kingdom,2011,1,1.66
561903,48188,DOORMAT WELCOME PUPPIES,2,2011-07-31 16:04:00,7.95,17162.0,United Kingdom,2011,7,15.9
580980,22348,TEA BAG PLATE RED RETROSPOT,12,2011-12-06 15:43:00,0.85,17730.0,United Kingdom,2011,12,10.2
568310,22423,REGENCY CAKESTAND 3 TIER,4,2011-09-26 12:48:00,12.75,14911.0,EIRE,2011,9,51.0
570258,48194,DOORMAT HEARTS,2,2011-10-10 09:56:00,14.13,Unknown,United Kingdom,2011,10,28.26
574696,85232D,SET/3 DECOUPAGE STACKING TINS,2,2011-11-06 13:40:00,4.95,13634.0,United Kingdom,2011,11,9.9
553489,23231,WRAP DOILEY DESIGN,25,2011-05-17 12:43:00,0.42,15730.0,United Kingdom,2011,5,10.5
540839,85040A,S/4 PINK FLOWER CANDLES IN BOWL,1,2011-01-11 15:42:00,1.65,16791.0,United Kingdom,2011,1,1.65
542255,22087,PAPER BUNTING WHITE LACE,3,2011-01-26 16:43:00,5.79,Unknown,United Kingdom,2011,1,17.37
C552552,22219,LOVEBIRD HANGING DECORATION WHITE ,12,2011-05-10 10:51:00,0.85,16525.0,United Kingdom,2011,5,10.2
537237,15036,ASSORTED COLOURS SILK FAN,2,2010-12-06 09:58:00,1.28,Unknown,United Kingdom,2010,12,2.56
549572,22620,4 TRADITIONAL SPINNING TOPS,1,2011-04-10 15:32:00,1.45,17757.0,United Kingdom,2011,4,1.45
569254,84991,60 TEATIME FAIRY CAKE CASES,2,2011-10-03 11:00:00,0.55,18116.0,United Kingdom,2011,10,1.1
570688,22591,CARDHOLDER GINGHAM CHRISTMAS TREE,1,2011-10-11 16:29:00,6.63,Unknown,United Kingdom,2011,10,6.63
549958,22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,5,2011-04-13 13:47:00,2.55,17589.0,United Kingdom,2011,4,12.75
574741,84988,SET OF 72 PINK HEART PAPER DOILIES,1,2011-11-06 16:13:00,1.45,15993.0,United Kingdom,2011,11,1.45
C541492,20931,BLUE POT PLANT CANDLE ,1,2011-01-18 14:24:00,3.75,Unknown,United Kingdom,2011,1,3.75
551057,22960,JAM MAKING SET WITH JARS,1,2011-04-26 11:59:00,4.25,16942.0,United Kingdom,2011,4,4.25
552954,22585,PACK OF 6 BIRDY GIFT TAGS,6,2011-05-12 12:30:00,1.25,14064.0,United Kingdom,2011,5,7.5
554070,21755,LOVE BUILDING BLOCK WORD,4,2011-05-22 11:06:00,5.95,13555.0,United Kingdom,2011,5,23.8
575477,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,11,2011-11-09 16:14:00,2.46,Unknown,United Kingdom,2011,11,27.06
540537,21900,"KEY FOB , SHED",3,2011-01-09 14:28:00,0.65,13565.0,United Kingdom,2011,1,1.95
576838,23300,GARDENERS KNEELING PAD CUP OF TEA ,12,2011-11-16 15:21:00,1.65,18075.0,United Kingdom,2011,11,19.8
559055,22322,BIRD DECORATION GREEN POLKADOT,1,2011-07-05 17:09:00,0.83,Unknown,United Kingdom,2011,7,0.83
561600,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,3,2011-07-28 11:29:00,0.55,15861.0,United Kingdom,2011,7,1.65
554483,22090,PAPER BUNTING RETROSPOT,12,2011-05-24 12:57:00,2.95,13771.0,United Kingdom,2011,5,35.400000000000006
566597,22730,ALARM CLOCK BAKELIKE IVORY,8,2011-09-13 15:23:00,3.75,14194.0,United Kingdom,2011,9,30.0
547498,82494L,WOODEN FRAME ANTIQUE WHITE ,4,2011-03-23 12:24:00,2.95,15021.0,United Kingdom,2011,3,11.8
577484,23103,JINGLE BELL HEART DECORATION,48,2011-11-20 11:52:00,1.65,13536.0,United Kingdom,2011,11,79.19999999999999
575868,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,2011-11-11 12:44:00,1.65,12985.0,United Kingdom,2011,11,19.8
550474,85132C,CHARLIE AND LOLA FIGURES TINS,1,2011-04-18 13:58:00,5.79,Unknown,United Kingdom,2011,4,5.79
566757,21935,SUKI  SHOULDER BAG,3,2011-09-14 15:54:00,1.63,Unknown,United Kingdom,2011,9,4.89
541711,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,72,2011-01-21 11:18:00,2.95,14646.0,Netherlands,2011,1,212.4
581356,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2011-12-08 12:28:00,8.25,17830.0,United Kingdom,2011,12,16.5
556181,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,12,2011-06-09 11:32:00,1.25,15407.0,United Kingdom,2011,6,15.0
561388,23229,VINTAGE DONKEY TAIL GAME ,36,2011-07-27 09:32:00,3.39,12753.0,Japan,2011,7,122.04
541848,21917,SET 12 KIDS  WHITE CHALK STICKS,1,2011-01-23 13:31:00,0.42,17611.0,United Kingdom,2011,1,0.42
570598,23273,HEART T-LIGHT HOLDER WILLIE WINKIE,12,2011-10-11 11:55:00,1.65,14175.0,United Kingdom,2011,10,19.8
551174,21733,RED HANGING HEART T-LIGHT HOLDER,1,2011-04-26 17:02:00,5.79,Unknown,United Kingdom,2011,4,5.79
543171,47566b,TEA TIME PARTY BUNTING,2,2011-02-04 09:11:00,8.29,Unknown,United Kingdom,2011,2,16.58
550467,22293,HANGING CHICK GREEN DECORATION,4,2011-04-18 13:36:00,1.45,18009.0,United Kingdom,2011,4,5.8
546236,22569,FELTCRAFT CUSHION BUTTERFLY,4,2011-03-10 12:48:00,3.75,12370.0,Cyprus,2011,3,15.0
536582,21481,FAWN BLUE HOT WATER BOTTLE,6,2010-12-01 16:21:00,2.95,12947.0,United Kingdom,2010,12,17.700000000000003
540410,21086,SET/6 RED SPOTTY PAPER CUPS,12,2011-01-07 10:04:00,0.65,12530.0,Germany,2011,1,7.800000000000001
569524,23511,EMBROIDERED RIBBON REEL EMILY ,2,2011-10-04 14:42:00,2.08,14506.0,United Kingdom,2011,10,4.16
564374,21755,LOVE BUILDING BLOCK WORD,3,2011-08-25 10:00:00,5.95,16589.0,United Kingdom,2011,8,17.85
571283,82567,"AIRLINE LOUNGE,METAL SIGN",1,2011-10-16 13:51:00,2.1,16533.0,United Kingdom,2011,10,2.1
540255,21974,SET OF 36 PAISLEY FLOWER DOILIES,3,2011-01-05 16:50:00,2.98,Unknown,United Kingdom,2011,1,8.94
563216,22882,NUMBER TILE VINTAGE FONT 3,3,2011-08-14 13:14:00,1.95,17841.0,United Kingdom,2011,8,5.85
569253,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-10-03 10:55:00,1.69,13635.0,United Kingdom,2011,10,27.04
559811,22041,"RECORD FRAME 7"" SINGLE SIZE ",12,2011-07-12 15:22:00,2.55,13269.0,United Kingdom,2011,7,30.6
562417,22960,JAM MAKING SET WITH JARS,1,2011-08-04 16:32:00,8.29,Unknown,United Kingdom,2011,8,8.29
556792,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2011-06-14 13:52:00,0.42,17043.0,United Kingdom,2011,6,5.04
576948,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-11-17 11:45:00,1.69,14515.0,United Kingdom,2011,11,13.52
569223,23082,SET 6 PAPER TABLE LANTERN HEARTS ,4,2011-10-02 13:49:00,3.75,16283.0,United Kingdom,2011,10,15.0
579693,23169,CLASSIC GLASS COOKIE JAR,6,2011-11-30 14:09:00,4.15,15712.0,United Kingdom,2011,11,24.9
569207,22845,VINTAGE CREAM CAT FOOD CONTAINER,1,2011-10-02 11:04:00,6.35,17811.0,United Kingdom,2011,10,6.35
571824,21990,MODERN FLORAL STATIONERY SET,12,2011-10-19 11:49:00,1.25,12472.0,Germany,2011,10,15.0
540288,21843,RED RETROSPOT CAKE STAND,1,2011-01-06 12:45:00,10.95,17634.0,United Kingdom,2011,1,10.95
564757,21314,SMALL GLASS HEART TRINKET POT,2,2011-08-30 10:36:00,4.13,Unknown,United Kingdom,2011,8,8.26
569899,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,12,2011-10-06 16:15:00,0.85,13940.0,United Kingdom,2011,10,10.2
541018,21166,COOK WITH WINE METAL SIGN ,2,2011-01-13 12:03:00,1.95,14978.0,United Kingdom,2011,1,3.9
574349,22574,HEART WOODEN CHRISTMAS DECORATION,12,2011-11-04 10:29:00,0.85,13495.0,United Kingdom,2011,11,10.2
575176,22785,SQUARECUSHION COVER PINK UNION JACK,1,2011-11-08 18:29:00,16.63,Unknown,United Kingdom,2011,11,16.63
572655,22621,TRADITIONAL KNITTING NANCY,12,2011-10-25 12:20:00,1.65,16708.0,United Kingdom,2011,10,19.8
538248,22804,CANDLEHOLDER PINK HANGING HEART,2,2010-12-10 12:14:00,2.95,18116.0,United Kingdom,2010,12,5.9
540168,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,2011-01-05 12:15:00,3.75,13715.0,United Kingdom,2011,1,15.0
581380,22630,DOLLY GIRL LUNCH BOX,12,2011-12-08 12:52:00,1.95,13102.0,United Kingdom,2011,12,23.4
564356,23204,CHARLOTTE BAG APPLES DESIGN,3,2011-08-24 15:47:00,0.85,13969.0,United Kingdom,2011,8,2.55
561094,23199,JUMBO BAG APPLES,10,2011-07-25 10:04:00,2.08,12474.0,Germany,2011,7,20.8
569518,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2011-10-04 14:28:00,4.25,13263.0,United Kingdom,2011,10,4.25
571054,21808,"CHRISTMAS GARLAND STARS,TREES",1,2011-10-13 13:58:00,3.75,14234.0,United Kingdom,2011,10,3.75
574950,23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,3,2011-11-08 09:29:00,0.83,Unknown,United Kingdom,2011,11,2.49
539437,21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,1,2010-12-17 14:54:00,7.62,Unknown,United Kingdom,2010,12,7.62
557287,23245,SET OF 3 REGENCY CAKE TINS,6,2011-06-19 12:47:00,4.95,18109.0,United Kingdom,2011,6,29.700000000000003
552690,37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,2,2011-05-10 15:10:00,9.95,16676.0,United Kingdom,2011,5,19.9
580115,85049H,URBAN BLACK RIBBONS ,4,2011-12-01 16:22:00,0.83,Unknown,United Kingdom,2011,12,3.32
542659,21094,SET/6 RED SPOTTY PAPER PLATES,48,2011-01-31 12:09:00,0.85,15738.0,United Kingdom,2011,1,40.8
559552,85024B,EAU DE NILE JEWELLED PHOTOFRAME,1,2011-07-10 16:29:00,1.65,16014.0,United Kingdom,2011,7,1.65
571158,22994,TRAVEL CARD WALLET RETROSPOT,2,2011-10-14 10:25:00,0.42,14606.0,United Kingdom,2011,10,0.84
555422,23108,SET OF 10 LED DOLLY LIGHTS,4,2011-06-03 10:37:00,6.25,12779.0,Poland,2011,6,25.0
551339,15036,ASSORTED COLOURS SILK FAN,10,2011-04-27 17:18:00,1.63,Unknown,United Kingdom,2011,4,16.299999999999997
559055,23204,CHARLOTTE BAG APPLES DESIGN,1,2011-07-05 17:09:00,1.63,Unknown,United Kingdom,2011,7,1.63
553552,22386,JUMBO BAG PINK POLKADOT,10,2011-05-17 16:23:00,2.08,17702.0,United Kingdom,2011,5,20.8
578255,22690,DOORMAT HOME SWEET HOME BLUE ,2,2011-11-23 12:58:00,8.25,14675.0,United Kingdom,2011,11,16.5
561243,23209,LUNCH BAG DOILEY PATTERN ,1,2011-07-26 11:24:00,1.65,Unknown,United Kingdom,2011,7,1.65
548384,21439,BASKET OF TOADSTOOLS,1,2011-03-30 16:47:00,1.25,Unknown,United Kingdom,2011,3,1.25
566053,22960,JAM MAKING SET WITH JARS,3,2011-09-08 14:57:00,4.25,14410.0,United Kingdom,2011,9,12.75
563178,23028,DRAWER KNOB CRACKLE GLAZE BLUE,6,2011-08-12 14:12:00,1.65,16011.0,United Kingdom,2011,8,9.9
577483,22778,GLASS CLOCHE SMALL,1,2011-11-20 11:50:00,3.95,14502.0,United Kingdom,2011,11,3.95
578155,22940,FELTCRAFT CHRISTMAS FAIRY,1,2011-11-23 11:32:00,4.25,12748.0,United Kingdom,2011,11,4.25
553013,22191,IVORY DINER WALL CLOCK,1,2011-05-12 18:19:00,16.63,Unknown,United Kingdom,2011,5,16.63
537393,82483,WOOD 2 DRAWER CABINET WHITE FINISH,16,2010-12-06 13:59:00,4.95,13089.0,United Kingdom,2010,12,79.2
569635,22230,JIGSAW TREE WITH WATERING CAN,20,2011-10-05 12:13:00,0.29,12748.0,United Kingdom,2011,10,5.8
550474,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2011-04-18 13:58:00,4.13,Unknown,United Kingdom,2011,4,8.26
555573,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-06-05 15:46:00,2.95,15349.0,United Kingdom,2011,6,2.95
536876,21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,3,2010-12-03 11:36:00,1.65,Unknown,United Kingdom,2010,12,4.949999999999999
552659,47559b,TEA TIME OVEN GLOVE,1,2011-05-10 15:03:00,3.29,Unknown,United Kingdom,2011,5,3.29
578234,23452,HEART MINI PORTRAIT FRAME,6,2011-11-23 12:22:00,1.95,13650.0,United Kingdom,2011,11,11.7
570192,22142,CHRISTMAS CRAFT WHITE FAIRY ,12,2011-10-07 15:26:00,1.45,17509.0,United Kingdom,2011,10,17.4
539334,22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,1,2010-12-17 10:12:00,0.85,12748.0,United Kingdom,2010,12,0.85
552253,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-05-08 10:20:00,0.85,14201.0,United Kingdom,2011,5,8.5
553035,85150,LADIES & GENTLEMEN METAL SIGN,2,2011-05-12 20:13:00,2.55,17337.0,United Kingdom,2011,5,5.1
568949,22379,RECYCLING BAG RETROSPOT ,1,2011-09-29 15:13:00,4.13,Unknown,United Kingdom,2011,9,4.13
556237,90003E,GREEN PAIR HEART HAIR SLIDES,1,2011-06-09 15:34:00,3.73,Unknown,United Kingdom,2011,6,3.73
547552,72801d,4 SKY BLUE DINNER CANDLES,1,2011-03-23 15:55:00,2.46,Unknown,United Kingdom,2011,3,2.46
562161,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,12,2011-08-03 11:58:00,0.39,17841.0,United Kingdom,2011,8,4.68
540681,20696,FLORAL SOFT CAR TOY,2,2011-01-10 16:25:00,3.36,Unknown,United Kingdom,2011,1,6.72
552695,21705,BAG 500g SWIRLY MARBLES,12,2011-05-10 15:31:00,1.65,16320.0,Unspecified,2011,5,19.8
545468,84992,72 SWEETHEART FAIRY CAKE CASES,24,2011-03-03 09:41:00,0.55,16571.0,United Kingdom,2011,3,13.2
C543469,85232B,SET OF 3 BABUSHKA STACKING TINS,1,2011-02-08 14:55:00,4.25,12709.0,Germany,2011,2,4.25
537823,22601,CHRISTMAS RETROSPOT ANGEL WOOD,2,2010-12-08 14:25:00,1.66,Unknown,United Kingdom,2010,12,3.32
552238,85017B,ENVELOPE 50 BLOSSOM IMAGES,108,2011-05-06 16:48:00,0.42,14403.0,United Kingdom,2011,5,45.36
542344,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,2,2011-01-27 11:30:00,7.46,Unknown,United Kingdom,2011,1,14.92
576686,21914,BLUE HARMONICA IN BOX ,1,2011-11-16 12:08:00,1.25,16916.0,United Kingdom,2011,11,1.25
565664,22436,12 COLOURED PARTY BALLOONS,9,2011-09-05 17:36:00,0.65,13211.0,United Kingdom,2011,9,5.8500000000000005
555383,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,2,2011-06-02 15:13:00,2.08,12517.0,Germany,2011,6,4.16
578344,23518,EMBROIDERED RIBBON REEL RACHEL ,1,2011-11-24 09:21:00,5.79,Unknown,United Kingdom,2011,11,5.79
561652,84847,No description,2,2011-07-28 15:50:00,0.0,Unknown,United Kingdom,2011,7,0.0
553766,22840,ROUND CAKE TIN VINTAGE RED,1,2011-05-19 10:44:00,15.79,Unknown,United Kingdom,2011,5,15.79
572077,23355,HOT WATER BOTTLE KEEP CALM,8,2011-10-20 14:09:00,4.95,15807.0,United Kingdom,2011,10,39.6
581425,22423,REGENCY CAKESTAND 3 TIER,1,2011-12-08 15:31:00,12.75,14796.0,United Kingdom,2011,12,12.75
571215,22175,PINK OWL SOFT TOY,6,2011-10-14 12:57:00,2.95,13810.0,Germany,2011,10,17.700000000000003
561217,90013B,BLACK VINTAGE EARRINGS,1,2011-07-25 17:09:00,4.15,Unknown,United Kingdom,2011,7,4.15
C559952,37448,CERAMIC CAKE DESIGN SPOTTED MUG,1,2011-07-14 10:57:00,1.49,17696.0,United Kingdom,2011,7,1.49
539000,21452,TOADSTOOL MONEY BOX,6,2010-12-15 12:27:00,2.95,13092.0,United Kingdom,2010,12,17.700000000000003
549835,22169,FAMILY ALBUM WHITE PICTURE FRAME,8,2011-04-12 13:24:00,7.65,17511.0,United Kingdom,2011,4,61.2
551603,22386,JUMBO BAG PINK POLKADOT,10,2011-05-03 11:34:00,2.08,16745.0,United Kingdom,2011,5,20.8
568657,23356,LOVE HOT WATER BOTTLE,1,2011-09-28 12:22:00,5.95,16460.0,United Kingdom,2011,9,5.95
567819,22551,PLASTERS IN TIN SPACEBOY,12,2011-09-22 12:42:00,1.65,14004.0,United Kingdom,2011,9,19.8
580316,84836,ZINC METAL HEART DECORATION,2,2011-12-02 15:25:00,1.25,18109.0,United Kingdom,2011,12,2.5
565648,85124C,GREEN JUICY FRUIT PHOTO FRAME,1,2011-09-05 16:22:00,2.55,18196.0,United Kingdom,2011,9,2.55
549261,22798,ANTIQUE GLASS DRESSING TABLE POT,4,2011-04-07 12:35:00,2.95,14903.0,United Kingdom,2011,4,11.8
567972,23399,HOME SWEET HOME HANGING HEART,24,2011-09-23 10:14:00,0.85,13949.0,United Kingdom,2011,9,20.4
571315,82494L,WOODEN FRAME ANTIQUE WHITE ,18,2011-10-17 10:47:00,2.95,16542.0,United Kingdom,2011,10,53.1
576840,23526,WALL ART DOG LICENCE ,4,2011-11-16 15:23:00,12.46,Unknown,United Kingdom,2011,11,49.84
560433,21086,SET/6 RED SPOTTY PAPER CUPS,2,2011-07-18 15:49:00,1.63,Unknown,United Kingdom,2011,7,3.26
545188,22467,GUMBALL COAT RACK,4,2011-02-28 15:19:00,2.55,14056.0,United Kingdom,2011,2,10.2
549743,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,2011-04-12 10:05:00,0.42,16186.0,United Kingdom,2011,4,10.08
548893,22329,ROUND CONTAINER SET OF 5 RETROSPOT,1,2011-04-04 15:54:00,3.29,Unknown,United Kingdom,2011,4,3.29
577768,23206,LUNCH BAG APPLE DESIGN,2,2011-11-21 15:18:00,4.13,Unknown,United Kingdom,2011,11,8.26
580956,21564,PINK  HEART SHAPE LOVE BUCKET ,3,2011-12-06 14:23:00,0.79,17841.0,United Kingdom,2011,12,2.37
566264,22997,TRAVEL CARD WALLET UNION JACK,8,2011-09-11 13:07:00,0.42,14606.0,United Kingdom,2011,9,3.36
577794,22042,CHRISTMAS CARD SINGING ANGEL,12,2011-11-21 16:48:00,0.42,14030.0,United Kingdom,2011,11,5.04
556526,23256,CHILDRENS CUTLERY SPACEBOY ,8,2011-06-13 11:33:00,4.15,12732.0,France,2011,6,33.2
537199,22156,HEART DECORATION WITH PEARLS ,1,2010-12-05 14:06:00,0.85,15894.0,United Kingdom,2010,12,0.85
C541831,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,1,2011-01-21 17:12:00,4.95,18223.0,United Kingdom,2011,1,4.95
542607,22936,BAKING MOULD ROSE WHITE CHOCOLATE,1,2011-01-30 13:48:00,3.25,13148.0,United Kingdom,2011,1,3.25
571641,22155,STAR DECORATION RUSTIC,48,2011-10-18 12:07:00,0.42,17135.0,United Kingdom,2011,10,20.16
542664,22973,CHILDREN'S CIRCUS PARADE MUG,3,2011-01-31 12:14:00,3.29,Unknown,United Kingdom,2011,1,9.87
575739,22944,CHRISTMAS METAL POSTCARD WITH BELLS,12,2011-11-11 09:05:00,0.97,Unknown,United Kingdom,2011,11,11.64
566787,21948,SET OF 6 CAKE CHOPSTICKS,3,2011-09-15 10:31:00,2.46,Unknown,United Kingdom,2011,9,7.38
576246,22962,JAM JAR WITH PINK LID,1,2011-11-14 13:42:00,0.85,17566.0,United Kingdom,2011,11,0.85
565593,23356,LOVE HOT WATER BOTTLE,3,2011-09-05 14:07:00,5.95,17612.0,United Kingdom,2011,9,17.85
540154,84519A,TOMATO CHARLIE+LOLA COASTER SET,1,2011-01-05 11:30:00,3.36,Unknown,United Kingdom,2011,1,3.36
567671,22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",2,2011-09-21 15:34:00,10.79,Unknown,United Kingdom,2011,9,21.58
565919,22621,TRADITIONAL KNITTING NANCY,2,2011-09-07 16:48:00,3.29,Unknown,United Kingdom,2011,9,6.58
573267,23084,RABBIT NIGHT LIGHT,1,2011-10-28 12:44:00,2.08,Unknown,United Kingdom,2011,10,2.08
560240,21713,CITRONELLA CANDLE FLOWERPOT,4,2011-07-17 11:59:00,2.1,15716.0,United Kingdom,2011,7,8.4
568142,21164,HOME SWEET HOME METAL SIGN ,2,2011-09-25 11:22:00,2.95,16744.0,United Kingdom,2011,9,5.9
580482,23404,HOME SWEET HOME BLACKBOARD,1,2011-12-04 12:44:00,4.95,16033.0,United Kingdom,2011,12,4.95
575952,22068,BLACK PIRATE TREASURE CHEST,2,2011-11-13 11:55:00,1.65,16015.0,United Kingdom,2011,11,3.3
559887,22116,METAL SIGN HIS DINNER IS SERVED,3,2011-07-13 11:44:00,0.79,13263.0,United Kingdom,2011,7,2.37
572464,23176,ABC TREASURE BOOK BOX ,1,2011-10-24 13:08:00,2.25,17081.0,United Kingdom,2011,10,2.25
578836,82551,LAUNDRY 15C METAL SIGN,5,2011-11-25 15:47:00,1.45,13069.0,United Kingdom,2011,11,7.25
565648,23373,VINTAGE CHRISTMAS PAPER GIFT BAG,5,2011-09-05 16:22:00,0.82,18196.0,United Kingdom,2011,9,4.1
552181,22138,BAKING SET 9 PIECE RETROSPOT ,96,2011-05-06 13:36:00,4.25,17381.0,United Kingdom,2011,5,408.0
543732,48138,DOORMAT UNION FLAG,2,2011-02-11 12:02:00,14.13,Unknown,United Kingdom,2011,2,28.26
555815,22469,HEART OF WICKER SMALL,12,2011-06-07 11:47:00,1.65,13089.0,United Kingdom,2011,6,19.8
577078,20724,RED RETROSPOT CHARLOTTE BAG,11,2011-11-17 15:17:00,1.63,Unknown,United Kingdom,2011,11,17.93
572758,22951,60 CAKE CASES DOLLY GIRL DESIGN,1,2011-10-25 18:39:00,1.25,Unknown,United Kingdom,2011,10,1.25
563100,23199,JUMBO BAG APPLES,10,2011-08-12 09:57:00,2.08,12381.0,Norway,2011,8,20.8
554981,21931,JUMBO STORAGE BAG SUKI,5,2011-05-29 12:06:00,2.08,17613.0,United Kingdom,2011,5,10.4
569383,23296,SET OF 6 TEA TIME BAKING CASES,16,2011-10-03 16:46:00,1.25,15159.0,United Kingdom,2011,10,20.0
580176,23336,EGG FRYING PAN PINK ,6,2011-12-02 11:49:00,2.08,14292.0,United Kingdom,2011,12,12.48
561195,22630,DOLLY GIRL LUNCH BOX,4,2011-07-25 13:57:00,1.95,14796.0,United Kingdom,2011,7,7.8
572024,22621,TRADITIONAL KNITTING NANCY,12,2011-10-20 11:17:00,1.65,14631.0,United Kingdom,2011,10,19.8
538379,22960,JAM MAKING SET WITH JARS,1,2010-12-12 11:26:00,4.25,17126.0,United Kingdom,2010,12,4.25
551420,22379,RECYCLING BAG RETROSPOT ,10,2011-04-28 14:00:00,2.1,17068.0,United Kingdom,2011,4,21.0
566612,23312,VINTAGE CHRISTMAS GIFT SACK,6,2011-09-13 17:16:00,4.15,16229.0,United Kingdom,2011,9,24.9
557789,21246,RED RETROSPOT BIG BOWL,6,2011-06-22 16:32:00,4.95,12379.0,Belgium,2011,6,29.700000000000003
538902,21879,HEARTS GIFT TAPE,24,2010-12-15 10:04:00,0.19,14150.0,United Kingdom,2010,12,4.5600000000000005
548484,21907,I'M ON HOLIDAY METAL SIGN,2,2011-03-31 12:43:00,2.1,13571.0,United Kingdom,2011,3,4.2
545559,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,4,2011-03-03 15:31:00,2.95,15005.0,United Kingdom,2011,3,11.8
564745,22883,NUMBER TILE VINTAGE FONT 4,2,2011-08-28 15:27:00,1.95,16806.0,United Kingdom,2011,8,3.9
581439,23323,WHITE WICKER STAR ,8,2011-12-08 16:30:00,4.13,Unknown,United Kingdom,2011,12,33.04
579560,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,1,2011-11-30 11:31:00,4.25,15039.0,United Kingdom,2011,11,4.25
545865,22385,JUMBO BAG SPACEBOY DESIGN,300,2011-03-07 14:17:00,1.65,15769.0,United Kingdom,2011,3,495.0
540816,22716,CARD CIRCUS PARADE,12,2011-01-11 12:55:00,0.42,15518.0,United Kingdom,2011,1,5.04
576365,23518,EMBROIDERED RIBBON REEL RACHEL ,2,2011-11-14 17:55:00,6.95,Unknown,United Kingdom,2011,11,13.9
C576831,22071,SMALL WHITE RETROSPOT MUG IN BOX ,244,2011-11-16 14:56:00,0.5,12748.0,United Kingdom,2011,11,122.0
567128,22968,ROSE COTTAGE KEEPSAKE BOX ,2,2011-09-16 14:04:00,9.95,18055.0,United Kingdom,2011,9,19.9
579508,22781,GUMBALL MAGAZINE RACK,2,2011-11-29 16:33:00,14.96,Unknown,United Kingdom,2011,11,29.92
564647,84580,MOUSE TOY WITH PINK T-SHIRT,3,2011-08-26 13:56:00,3.75,17920.0,United Kingdom,2011,8,11.25
558437,21372,MIRRORED WALL ART TABLE LAMP,5,2011-06-29 12:46:00,0.75,17799.0,United Kingdom,2011,6,3.75
551270,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,2,2011-04-27 12:35:00,4.25,15891.0,United Kingdom,2011,4,8.5
537371,21866,UNION JACK FLAG LUGGAGE TAG,8,2010-12-06 12:47:00,1.25,15028.0,United Kingdom,2010,12,10.0
571442,22696,WICKER WREATH LARGE,4,2011-10-17 13:39:00,1.95,17049.0,United Kingdom,2011,10,7.8
559163,82567,"AIRLINE LOUNGE,METAL SIGN",2,2011-07-06 16:33:00,1.63,Unknown,United Kingdom,2011,7,3.26
559535,79321,CHILLI LIGHTS,1,2011-07-10 12:16:00,5.75,17841.0,United Kingdom,2011,7,5.75
538367,22554,PLASTERS IN TIN WOODLAND ANIMALS,24,2010-12-12 10:48:00,1.65,14800.0,United Kingdom,2010,12,39.6
537868,22095,LADS ONLY TISSUE BOX,12,2010-12-08 16:49:00,1.25,12433.0,Norway,2010,12,15.0
540977,22421,LIPSTICK PEN FUSCHIA,1,2011-01-12 15:01:00,0.85,Unknown,United Kingdom,2011,1,0.85
542664,82482,WOODEN PICTURE FRAME WHITE FINISH,1,2011-01-31 12:14:00,4.96,Unknown,United Kingdom,2011,1,4.96
549235,21722,SWEET PUDDING STICKER SHEET,4,2011-04-07 11:16:00,0.85,15530.0,United Kingdom,2011,4,3.4
580367,22360,GLASS JAR ENGLISH CONFECTIONERY,2,2011-12-02 16:39:00,5.79,Unknown,United Kingdom,2011,12,11.58
